id,addition,apartment_number,city,country,lat,lon,post_code,street,average_delivery_time,delivery_cost,minimum_order_value,name,owner_id,phone,rating,thumbnail_image_id,full_image_id
310,Trail,,Hengelo,NL,38.677426,112.253935,,3 Ryan Trail,43,1.0,12,Roodel,00u262s3jn87lHv5b5d7,+86 (185) 776-5264,2.0,,
311,Center,,Hengelo,NL,59.3337467,18.0732103,111 46,88420 Meadow Vale Drive,34,3.2,8,Demivee,00u262s3jn87lHv5b5d7,+46 (585) 482-2099,3.9,,
312,Parkway,,Hengelo,NL,62.1331515,22.55812,39930,972 Esch Way,33,2.3,9,Livepath,00u262s3jn87lHv5b5d7,+358 (902) 107-3280,2.7,,
313,Court,,Hengelo,NL,43.30706,124.33539,,7 Commercial Avenue,19,0.8,4,Eimbee,00u262s3jn87lHv5b5d7,+86 (453) 832-9460,2.8,,
314,Drive,,Hengelo,NL,31.85932,105.754223,,893 Montana Way,32,2.7,1,Skimia,00u262s3jn87lHv5b5d7,+86 (895) 192-9962,4.9,,
315,Road,,Hengelo,NL,41.4745288,-6.3647312,5210-046,59 Bluejay Street,18,3.3,5,Brightdog,00u262s3jn87lHv5b5d7,+351 (514) 725-5026,2.0,,
316,Point,,Hengelo,NL,8.4478637,-65.3807101,,02502 Novick Terrace,27,3.1,0,Trupe,00u262s3jn87lHv5b5d7,+58 (185) 850-0604,2.0,,
317,Park,,Hengelo,NL,-19.7333431,-43.9341408,33200-000,72346 Hovde Place,25,1.3,7,Eazzy,00u262s3jn87lHv5b5d7,+55 (845) 540-8867,1.6,,
318,Place,,Hengelo,NL,46.1417288,15.0844894,1430,230 Stone Corner Court,25,0.8,0,Kanoodle,00u262s3jn87lHv5b5d7,+386 (136) 552-9502,4.3,,
319,Street,,Hengelo,NL,31.2221,121.457658,,1 Florence Center,22,3.0,6,Mycat,00u262s3jn87lHv5b5d7,+86 (705) 977-0680,3.5,,
320,Hill,,Hengelo,NL,41.6490501,-8.7836437,4935-584,21 Carey Crossing,39,1.8,12,Brainbox,00u262s3jn87lHv5b5d7,+351 (228) 735-8402,3.3,,
321,Street,,Hengelo,NL,33.8629813,65.7609502,,31404 Stang Street,39,1.3,3,Tanoodle,00u262s3jn87lHv5b5d7,+93 (504) 716-3050,1.7,,
322,Parkway,,Hengelo,NL,9.25,-70.95,,4486 Warner Street,44,2.1,10,Mymm,00u262s3jn87lHv5b5d7,+58 (805) 891-1009,4.4,,
323,Avenue,,Hengelo,NL,55.6833424,12.5616448,1370,0766 Atwood Hill,43,0.8,3,Jaxnation,00u262s3jn87lHv5b5d7,+45 (895) 723-8441,1.4,,
324,Point,,Hengelo,NL,11.1673823,122.6968025,7005,19222 Randy Place,32,0.0,10,Ainyx,00u262s3jn87lHv5b5d7,+63 (372) 332-1841,1.7,,
325,Center,,Hengelo,NL,28.845441,121.131229,,4003 Service Court,38,1.8,0,Gevee,00u262s3jn87lHv5b5d7,+86 (908) 291-0050,2.1,,
326,Terrace,,Hengelo,NL,9.1765343,123.2166766,7030,23 Northport Street,31,0.4,5,Skipstorm,00u262s3jn87lHv5b5d7,+63 (835) 579-8803,1.3,,
327,Circle,,Hengelo,NL,-12.7073296,-38.3231594,42800-000,3768 Florence Drive,40,0.6,12,Mydeo,00u262s3jn87lHv5b5d7,+55 (292) 805-6796,1.2,,
328,Lane,,Hengelo,NL,52.020802,85.908397,659780,3554 Petterle Way,25,2.6,7,Jabberbean,00u262s3jn87lHv5b5d7,+7 (589) 751-6076,3.1,,
329,Parkway,,Hengelo,NL,51.2308402,51.9665342,,8879 Stoughton Court,24,0.2,9,Twitterwire,00u262s3jn87lHv5b5d7,+7 (726) 256-9009,2.9,,
330,Alley,,Hengelo,NL,7.20312,124.796217,9408,946 High Crossing Park,42,2.3,3,InnoZ,00u262s3jn87lHv5b5d7,+63 (807) 994-9024,2.5,,
331,Lane,,Hengelo,NL,5.887247,-10.0303723,,1122 Weeping Birch Drive,18,2.3,3,Edgewire,00u262s3jn87lHv5b5d7,+231 (487) 334-2605,1.2,,
332,Center,,Hengelo,NL,-20.4413004,-63.2798225,,80 Heath Terrace,43,2.4,11,Topiclounge,00u262s3jn87lHv5b5d7,+591 (984) 263-0095,1.6,,
333,Point,,Hengelo,NL,47.2952721,39.8734276,353147,901 Jay Junction,17,0.3,2,Yambee,00u262s3jn87lHv5b5d7,+7 (910) 479-2328,1.6,,
334,Plaza,,Hengelo,NL,-8.1433,112.6168852,,39737 Namekagon Lane,22,2.2,11,Layo,00u262s3jn87lHv5b5d7,+62 (135) 476-7726,4.3,,
335,Junction,,Hengelo,NL,46.6274254,31.1947408,,192 Gale Crossing,23,2.5,8,Fatz,00u262s3jn87lHv5b5d7,+380 (833) 893-2156,1.9,,
336,Junction,,Hengelo,NL,-8.2969666,113.6561725,,5 Caliangt Pass,44,2.3,7,Rhybox,00u262s3jn87lHv5b5d7,+62 (687) 631-5812,1.1,,
337,Way,,Hengelo,NL,22.3750231,102.8112253,,27725 7th Lane,16,1.2,1,Tagtune,00u262s3jn87lHv5b5d7,+84 (978) 150-9733,4.9,,
338,Parkway,,Hengelo,NL,49.5086625,5.9634974,L-4354,75821 Commercial Crossing,26,1.8,12,Skyndu,00u262s3jn87lHv5b5d7,+352 (340) 362-3859,3.7,,
339,Place,,Hengelo,NL,13.9253961,100.4133581,11110,88104 Emmet Drive,21,0.7,6,Gabspot,00u262s3jn87lHv5b5d7,+66 (837) 421-4440,2.7,,
340,Park,,Hengelo,NL,50.64274,15.2540856,468 22,8 Clarendon Circle,44,0.9,1,Oyoloo,00u262s3jn87lHv5b5d7,+420 (428) 389-7593,2.0,,
341,Pass,,Hengelo,NL,34.8959276,35.8866517,,92 Hayes Road,33,1.2,11,Blogspan,00u262s3jn87lHv5b5d7,+963 (235) 652-3376,3.2,,
342,Circle,,Hengelo,NL,9.7457208,123.8401962,6126,4327 Onsgard Point,42,2.1,7,Tagpad,00u262s3jn87lHv5b5d7,+63 (870) 159-5924,3.5,,
343,Parkway,,Hengelo,NL,32.0366011,35.7288398,,8 Coolidge Crossing,42,0.1,5,Skinte,00u262s3jn87lHv5b5d7,+962 (969) 557-9212,1.2,,
344,Alley,,Hengelo,NL,56.4808469,43.5438088,142516,0 Stone Corner Center,21,0.6,11,Photobean,00u262s3jn87lHv5b5d7,+7 (549) 359-9380,3.7,,
345,Park,,Hengelo,NL,-29.1667089,-51.5169861,95700-000,0 Arkansas Terrace,15,2.1,5,Eamia,00u262s3jn87lHv5b5d7,+55 (732) 424-9896,2.5,,
346,Trail,,Hengelo,NL,13.6808985,99.4484062,65160,5 Summit Circle,21,0.1,8,DabZ,00u262s3jn87lHv5b5d7,+66 (565) 599-0507,2.4,,
347,Point,,Hengelo,NL,13.5681668,-89.1158008,,116 Meadow Valley Lane,25,2.4,8,Zoombox,00u262s3jn87lHv5b5d7,+503 (548) 883-1637,1.2,,
348,Point,,Hengelo,NL,54.4122067,18.4916795,05-824,38521 Clarendon Street,38,2.9,3,Riffwire,00u262s3jn87lHv5b5d7,+48 (604) 321-4908,4.6,,
349,Place,,Hengelo,NL,-3.7300232,-40.9926511,62320-000,677 Duke Park,31,3.1,6,Eimbee,00u262s3jn87lHv5b5d7,+55 (732) 826-4928,3.7,,
350,Alley,,Hengelo,NL,-6.1583904,106.4288088,,1 American Ash Parkway,15,3.4,3,Dynabox,00u262s3jn87lHv5b5d7,+62 (235) 804-3440,2.3,,
351,Crossing,,Hengelo,NL,59.6517905,17.0779098,745 33,83504 Westridge Place,45,1.3,10,Avamm,00u262s3jn87lHv5b5d7,+46 (410) 159-3066,1.8,,
352,Terrace,,Hengelo,NL,39.128291,117.251586,,33 Northport Drive,36,1.4,9,Plajo,00u262s3jn87lHv5b5d7,+86 (566) 729-5495,4.7,,
353,Alley,,Hengelo,NL,23.385158,113.404729,,7772 Ramsey Court,17,1.9,12,Shuffledrive,00u262s3jn87lHv5b5d7,+86 (190) 261-6567,3.5,,
354,Plaza,,Hengelo,NL,52.5750765,15.7420508,66-342,5 Marcy Street,37,1.3,3,Mynte,00u262s3jn87lHv5b5d7,+48 (877) 448-7513,4.7,,
355,Circle,,Hengelo,NL,6.7368274,2.6636066,,970 Lawn Trail,17,3.2,6,Dynabox,00u262s3jn87lHv5b5d7,+229 (760) 339-3613,3.9,,
356,Street,,Hengelo,NL,9.8195998,122.5506674,7015,82425 Anhalt Road,38,1.4,11,Oyoba,00u262s3jn87lHv5b5d7,+63 (629) 734-4067,1.3,,
357,Park,,Hengelo,NL,26.091588,119.303552,,8905 Sheridan Hill,35,0.2,9,Skajo,00u262s3jn87lHv5b5d7,+86 (632) 166-8386,1.5,,
358,Point,,Hengelo,NL,41.707342,-8.3509957,4730-560,62409 Scoville Road,37,2.4,8,Flashspan,00u262s3jn87lHv5b5d7,+351 (515) 866-2988,3.4,,
359,Hill,,Hengelo,NL,32.9753084,74.0739763,10040,765 Stoughton Circle,15,1.0,10,Fatz,00u262s3jn87lHv5b5d7,+92 (396) 421-2381,3.0,,
360,Crossing,,Hengelo,NL,40.1667409,44.2123603,,618 Roxbury Parkway,45,1.4,9,Photojam,00u262s3jn87lHv5b5d7,+374 (222) 611-4623,3.2,,
361,Terrace,,Hengelo,NL,56.0764809,88.6780253,652250,07 Bowman Street,32,3.0,12,Wikizz,00u262s3jn87lHv5b5d7,+7 (485) 753-6337,1.5,,
362,Court,,Hengelo,NL,37.749246,140.4729678,960-8141,2 Old Gate Hill,34,0.8,2,Dynazzy,00u262s3jn87lHv5b5d7,+81 (184) 363-3437,2.0,,
363,Court,,Hengelo,NL,39.8385153,-8.8190392,2425-823,9439 Talmadge Point,41,2.1,4,Babblestorm,00u262s3jn87lHv5b5d7,+351 (382) 683-6940,2.6,,
364,Parkway,,Hengelo,NL,45.0783589,18.6758688,,880 Coolidge Crossing,18,0.4,1,Skinix,00u262s3jn87lHv5b5d7,+387 (743) 940-3128,1.7,,
365,Avenue,,Hengelo,NL,42.4914204,-2.522269,26005,54103 Northfield Court,27,0.0,4,Skibox,00u262s3jn87lHv5b5d7,+34 (929) 338-1906,2.0,,
366,Terrace,,Hengelo,NL,51.949401,-7.8434254,P36,2472 Forest Run Terrace,30,0.6,6,Buzzdog,00u262s3jn87lHv5b5d7,+353 (390) 791-7521,3.1,,
367,Road,,Hengelo,NL,15.97431,43.46381,,349 Oak Court,41,2.0,7,Edgepulse,00u262s3jn87lHv5b5d7,+967 (247) 678-9134,2.9,,
368,Lane,,Hengelo,NL,-7.1557925,113.5579698,,57 Judy Circle,18,2.4,2,Ainyx,00u262s3jn87lHv5b5d7,+62 (653) 310-8650,4.3,,
369,Lane,,Hengelo,NL,-12.7389848,-73.8654295,,38061 Ilene Terrace,16,2.2,0,Mudo,00u262s3jn87lHv5b5d7,+51 (996) 303-9321,3.1,,
370,Park,,Hengelo,NL,-4.5286385,104.6995991,,3 Gina Center,45,2.9,2,Yakitri,00u262s3jn87lHv5b5d7,+62 (887) 827-6877,1.2,,
371,Road,,Hengelo,NL,-26.9272107,-60.0485206,3534,0 Summer Ridge Pass,16,0.0,4,Skippad,00u262s3jn87lHv5b5d7,+54 (769) 590-2989,4.1,,
372,Center,,Hengelo,NL,-18.9745738,-49.4600885,38300-000,631 Arrowood Lane,42,1.6,7,Centidel,00u262s3jn87lHv5b5d7,+55 (379) 411-9289,1.1,,
373,Drive,,Hengelo,NL,32.2048631,49.4453295,,69 Pennsylvania Alley,27,0.7,12,Minyx,00u262s3jn87lHv5b5d7,+98 (891) 359-2275,4.4,,
374,Trail,,Hengelo,NL,-8.0591896,112.2014675,,34558 Stoughton Crossing,40,2.2,2,Dabshots,00u262s3jn87lHv5b5d7,+62 (371) 783-1908,2.0,,
375,Drive,,Hengelo,NL,5.3347,103.1358,,92824 Dakota Trail,37,0.7,0,Vidoo,00u262s3jn87lHv5b5d7,+86 (730) 895-1888,2.8,,
376,Junction,,Hengelo,NL,25.871681,114.674065,,9 Springview Circle,32,1.4,2,Flipbug,00u262s3jn87lHv5b5d7,+86 (586) 711-2028,4.2,,
377,Crossing,,Hengelo,NL,39.1822152,-84.4225186,45213,3 Melrose Parkway,40,0.2,10,Lazz,00u262s3jn87lHv5b5d7,+1 (513) 218-8645,1.6,,
378,Place,,Hengelo,NL,9.4015239,80.3887117,22034,4753 Melvin Pass,45,2.7,12,Viva,00u262s3jn87lHv5b5d7,+94 (651) 996-1501,2.8,,
379,Parkway,,Hengelo,NL,49.8073475,18.6107307,43-418,558 North Circle,26,1.5,12,Photobean,00u262s3jn87lHv5b5d7,+48 (830) 293-1173,4.9,,
380,Center,,Hengelo,NL,40.8782107,14.2657584,80141,64781 Sutherland Street,27,0.5,6,Skajo,00u262s3jn87lHv5b5d7,+39 (946) 793-3905,2.3,,
381,Avenue,,Hengelo,NL,-36.8537995,174.7573811,7045,755 Clarendon Parkway,37,2.9,1,Jabberbean,00u262s3jn87lHv5b5d7,+64 (202) 703-2748,3.8,,
382,Plaza,,Hengelo,NL,49.35499,-97.36567,H8P,34 Paget Place,30,1.1,11,Geba,00u262s3jn87lHv5b5d7,+1 (100) 207-8180,4.1,,
383,Junction,,Hengelo,NL,5.6497493,37.3693679,,498 Kensington Lane,31,0.9,6,InnoZ,00u262s3jn87lHv5b5d7,+251 (132) 357-4236,2.6,,
384,Drive,,Hengelo,NL,7.1453088,3.3590446,,69 Continental Terrace,30,2.3,1,Edgeclub,00u262s3jn87lHv5b5d7,+234 (572) 560-2273,4.3,,
385,Plaza,,Hengelo,NL,33.895566,117.95891,,0146 Graceland Junction,30,0.7,2,Thoughtbridge,00u262s3jn87lHv5b5d7,+86 (941) 295-0367,2.1,,
386,Way,,Hengelo,NL,-31.9721616,27.0382158,5330,89442 Bellgrove Park,40,2.4,6,Livetube,00u262s3jn87lHv5b5d7,+27 (302) 531-9611,2.3,,
387,Circle,,Hengelo,NL,60.54595,16.2841,813 91,0 Goodland Lane,28,0.2,8,Flashspan,00u262s3jn87lHv5b5d7,+46 (965) 207-7199,1.4,,
388,Hill,,Hengelo,NL,-6.9160809,110.9036507,,637 Linden Hill,16,1.2,11,Thoughtstorm,00u262s3jn87lHv5b5d7,+62 (383) 377-3093,1.2,,
389,Way,,Hengelo,NL,-0.5107264,-78.5717631,,3080 Cody Way,25,3.1,9,Izio,00u262s3jn87lHv5b5d7,+593 (159) 155-4131,3.1,,
390,Place,,Hengelo,NL,35.9482858,126.9575991,,3 Maple Wood Parkway,22,2.6,10,Abatz,00u262s3jn87lHv5b5d7,+82 (196) 407-0663,1.1,,
391,Plaza,,Hengelo,NL,39.704676,122.955872,,9 Morrow Avenue,18,3.5,3,Kayveo,00u262s3jn87lHv5b5d7,+86 (780) 962-3115,3.6,,
392,Drive,,Hengelo,NL,47.8225694,0.3908219,76011 CEDEX,399 Lawn Road,32,1.8,9,Tagfeed,00u262s3jn87lHv5b5d7,+33 (654) 600-4924,4.3,,
393,Hill,,Hengelo,NL,5.003233,-76.003424,662037,908 Waubesa Road,18,2.3,7,Dynabox,00u262s3jn87lHv5b5d7,+57 (505) 808-5368,4.7,,
394,Park,,Hengelo,NL,43.1520105,126.4371385,,9 Maryland Street,17,3.0,5,Skimia,00u262s3jn87lHv5b5d7,+86 (832) 458-4784,2.4,,
395,Hill,,Hengelo,NL,39.2022108,-9.3297345,2530-631,844 Brickson Park Road,29,3.2,12,Youtags,00u262s3jn87lHv5b5d7,+351 (860) 616-8425,3.5,,
396,Road,,Hengelo,NL,-7.1684722,107.9833112,,23078 Bartillon Street,44,0.4,1,Pixope,00u262s3jn87lHv5b5d7,+62 (183) 628-1434,2.9,,
397,Center,,Hengelo,NL,56.0251274,37.4266991,622937,3 Tennyson Junction,45,0.9,1,Jabbersphere,00u262s3jn87lHv5b5d7,+7 (763) 938-1345,4.7,,
398,Terrace,,Hengelo,NL,28.01778,115.497793,,06 Jana Avenue,15,1.7,12,Roodel,00u262s3jn87lHv5b5d7,+86 (327) 673-2080,2.6,,
399,Crossing,,Hengelo,NL,33.9216582,-84.3772367,30358,0976 Nevada Parkway,36,3.1,9,Photobug,00u262s3jn87lHv5b5d7,+1 (404) 693-9604,2.9,,
400,Park,,Hengelo,NL,16.3264084,121.1190338,3707,128 Walton Lane,30,2.5,8,Skaboo,00u262s3jn87lHv5b5d7,+63 (722) 637-3117,3.3,,
401,Court,,Hengelo,NL,13.8206796,120.9814426,4201,42 Boyd Avenue,40,3.2,1,Avaveo,00u262s3jn87lHv5b5d7,+63 (936) 979-1535,2.5,,
402,Alley,,Hengelo,NL,41.5675577,-4.883185,47071,9525 Maywood Court,30,2.3,12,Browsetype,00u262s3jn87lHv5b5d7,+34 (440) 578-4089,1.1,,
403,Avenue,,Hengelo,NL,9.943182,-84.145885,10201,95524 Clarendon Alley,24,1.9,7,Muxo,00u262s3jn87lHv5b5d7,+506 (468) 605-4692,3.2,,
404,Lane,,Hengelo,NL,-6.6958883,107.7073688,,89735 Morningstar Plaza,18,3.4,0,Tagfeed,00u262s3jn87lHv5b5d7,+62 (677) 414-0622,1.7,,
405,Parkway,,Hengelo,NL,12.5683747,99.9576888,77110,49 Russell Terrace,28,0.2,5,Fivespan,00u262s3jn87lHv5b5d7,+66 (587) 431-2061,2.6,,
406,Point,,Hengelo,NL,50.9417027,44.785514,403793,17 Coleman Lane,17,3.0,0,Kamba,00u262s3jn87lHv5b5d7,+7 (767) 120-6300,4.6,,
407,Terrace,,Hengelo,NL,40.9443261,-7.559557,4620-023,562 Manufacturers Terrace,44,1.6,8,Rhyzio,00u262s3jn87lHv5b5d7,+351 (203) 878-4345,3.1,,
408,Place,,Hengelo,NL,53.6836301,88.0813924,652878,86 Delladonna Hill,31,1.6,9,Dabfeed,00u262s3jn87lHv5b5d7,+7 (724) 308-5431,1.3,,
409,Alley,,Hengelo,NL,-6.918322,-78.127167,,49 Sullivan Road,35,2.7,10,Wordware,00u262s3jn87lHv5b5d7,+51 (771) 108-2933,3.5,,
410,Plaza,,Hengelo,NL,51.8910459,-8.4242597,F26,081 Jay Point,31,2.6,5,Oozz,00u262s3jn87lHv5b5d7,+353 (499) 161-6555,2.7,,
411,Court,,Hengelo,NL,43.3514833,77.4600674,,656 Burrows Circle,23,0.5,9,Centidel,00u262s3jn87lHv5b5d7,+7 (723) 751-9811,3.3,,
412,Place,,Hengelo,NL,29.183761,96.85942,,62277 Old Shore Court,35,1.3,2,Geba,00u262s3jn87lHv5b5d7,+86 (955) 991-8137,1.8,,
413,Way,,Hengelo,NL,42.3145494,23.2989944,2645,68 Maryland Pass,42,0.4,0,Kazio,00u262s3jn87lHv5b5d7,+359 (680) 528-6144,4.7,,
414,Park,,Hengelo,NL,41.364568,21.253752,7550,3222 Westerfield Court,31,0.1,1,Ntag,00u262s3jn87lHv5b5d7,+389 (984) 858-6866,4.6,,
415,Avenue,,Hengelo,NL,-7.0345626,107.9836107,,6 Ridgeway Terrace,28,0.4,2,Chatterpoint,00u262s3jn87lHv5b5d7,+62 (457) 116-3144,3.1,,
416,Crossing,,Hengelo,NL,48.2240339,23.9298885,,49255 East Parkway,34,2.7,10,Jaxworks,00u262s3jn87lHv5b5d7,+380 (216) 806-4999,1.1,,
417,Trail,,Hengelo,NL,40.796787,123.9253791,,5551 Summit Way,32,0.6,7,Kare,00u262s3jn87lHv5b5d7,+86 (852) 298-9653,2.1,,
418,Park,,Hengelo,NL,29.894972,121.538057,,1878 Prentice Place,41,0.1,0,Buzzster,00u262s3jn87lHv5b5d7,+86 (987) 195-3502,1.4,,
419,Road,,Hengelo,NL,50.3590929,19.7574249,22-118,9580 Esker Parkway,25,0.1,11,Fatz,00u262s3jn87lHv5b5d7,+48 (138) 796-8673,2.7,,
420,Parkway,,Hengelo,NL,9.9399061,-65.1610557,,74 Monica Lane,36,1.1,0,Jaloo,00u262s3jn87lHv5b5d7,+58 (717) 338-5280,2.8,,
421,Point,,Hengelo,NL,35.74716,105.42118,,7 Stuart Hill,45,3.0,12,Linkbuzz,00u262s3jn87lHv5b5d7,+86 (491) 260-3770,1.6,,
422,Park,,Hengelo,NL,54.20802,50.4676343,446800,477 Bowman Park,45,1.8,4,Mynte,00u262s3jn87lHv5b5d7,+7 (779) 339-3718,3.6,,
423,Place,,Hengelo,NL,31.306915,111.012335,,846 Hallows Junction,33,1.2,5,Vidoo,00u262s3jn87lHv5b5d7,+86 (846) 336-7385,4.7,,
424,Parkway,,Hengelo,NL,-9.8625,119.8963,,52201 Bayside Crossing,41,3.0,0,Voonix,00u262s3jn87lHv5b5d7,+62 (982) 643-6529,2.2,,
425,Alley,,Hengelo,NL,-26.58041,-59.63094,3515,7297 Warner Circle,24,2.3,8,Realfire,00u262s3jn87lHv5b5d7,+54 (651) 441-3981,1.8,,
426,Park,,Hengelo,NL,58.251749,57.612388,618245,24 Randy Way,44,2.8,9,Feedbug,00u262s3jn87lHv5b5d7,+7 (859) 730-6509,3.1,,
427,Circle,,Hengelo,NL,-8.6417702,126.3795987,,12430 Colorado Parkway,45,3.0,9,Yabox,00u262s3jn87lHv5b5d7,+670 (501) 751-6935,1.5,,
428,Pass,,Hengelo,NL,60.3734699,21.9469705,21140,8142 Moulton Pass,29,2.0,3,Lajo,00u262s3jn87lHv5b5d7,+358 (601) 667-8045,3.1,,
429,Lane,,Hengelo,NL,15.537073,119.950207,2211,65498 Fairview Junction,30,2.5,11,Skimia,00u262s3jn87lHv5b5d7,+63 (638) 495-8059,1.3,,
430,Park,,Hengelo,NL,26.629211,101.266195,,2 Claremont Pass,18,1.7,12,Twitterbeat,00u262s3jn87lHv5b5d7,+86 (129) 664-0032,2.3,,
431,Park,,Hengelo,NL,-19.0139329,29.7773461,,0774 Anniversary Terrace,19,2.8,6,Dabtype,00u262s3jn87lHv5b5d7,+263 (410) 691-4552,4.4,,
432,Alley,,Hengelo,NL,35.579427,109.262961,,12 Waxwing Court,35,0.9,4,Tagopia,00u262s3jn87lHv5b5d7,+86 (117) 644-5235,2.2,,
433,Court,,Hengelo,NL,24.614944,104.740588,,9 Evergreen Alley,19,2.1,0,Mynte,00u262s3jn87lHv5b5d7,+86 (995) 307-7687,3.9,,
434,Pass,,Hengelo,NL,5.3268119,132.2239117,,545 Judy Pass,41,2.2,2,Realcube,00u262s3jn87lHv5b5d7,+680 (591) 500-1063,2.0,,
435,Pass,,Hengelo,NL,39.9716709,44.5352163,,528 Talmadge Pass,17,0.7,2,Demimbu,00u262s3jn87lHv5b5d7,+374 (675) 944-7740,3.5,,
436,Park,,Hengelo,NL,30.605585,91.862132,,089 Gerald Point,34,2.9,3,Brightdog,00u262s3jn87lHv5b5d7,+86 (472) 917-1101,1.8,,
437,Pass,,Hengelo,NL,6.7360651,-1.6080974,,982 Debra Parkway,36,2.1,10,Thoughtblab,00u262s3jn87lHv5b5d7,+233 (132) 756-9013,3.2,,
438,Lane,,Hengelo,NL,45.1310529,33.5941067,,47 Eggendart Center,30,0.7,10,Realcube,00u262s3jn87lHv5b5d7,+380 (683) 545-2381,3.8,,
439,Terrace,,Hengelo,NL,8.7009282,106.6114474,,93 6th Avenue,43,2.4,12,Dabvine,00u262s3jn87lHv5b5d7,+84 (343) 575-8963,4.9,,
440,Crossing,,Hengelo,NL,36.6298186,140.3533448,319-3117,4781 Maryland Avenue,19,1.6,9,Topicblab,00u262s3jn87lHv5b5d7,+81 (118) 829-2489,3.1,,
441,Lane,,Hengelo,NL,-7.0054878,106.9240554,,2 Ruskin Terrace,40,2.5,0,Wikivu,00u262s3jn87lHv5b5d7,+62 (590) 863-9391,2.9,,
442,Crossing,,Hengelo,NL,6.7192076,80.0573194,12440,83923 Harbort Hill,30,1.1,6,LiveZ,00u262s3jn87lHv5b5d7,+94 (418) 421-2920,2.5,,
443,Alley,,Hengelo,NL,26.0952694,119.3062749,,70 Buena Vista Pass,35,0.3,3,Skibox,00u262s3jn87lHv5b5d7,+86 (461) 848-1127,3.4,,
444,Crossing,,Hengelo,NL,-32.485681,-58.269543,3260,58906 Waubesa Pass,23,0.2,6,Skimia,00u262s3jn87lHv5b5d7,+54 (847) 337-0282,3.9,,
445,Place,,Hengelo,NL,49.5671764,17.4114814,783 56,3 Golden Leaf Drive,32,0.4,8,Feedspan,00u262s3jn87lHv5b5d7,+420 (711) 226-8257,1.4,,
446,Court,,Hengelo,NL,45.383263,126.3127449,,9 Fulton Park,43,2.6,7,Yodo,00u262s3jn87lHv5b5d7,+86 (455) 158-8359,4.4,,
447,Trail,,Hengelo,NL,38.7699889,-9.2576801,2605-150,5558 Merry Terrace,30,1.7,0,Katz,00u262s3jn87lHv5b5d7,+351 (472) 645-0811,3.9,,
448,Alley,,Hengelo,NL,18.3999996,121.5166702,3517,30 Doe Crossing Point,40,0.8,5,Dabfeed,00u262s3jn87lHv5b5d7,+63 (800) 281-0592,1.7,,
449,Park,,Hengelo,NL,14.5636407,121.0134927,5810,3884 Bayside Pass,23,0.2,2,Voonix,00u262s3jn87lHv5b5d7,+63 (344) 866-6739,1.6,,
450,Road,,Hengelo,NL,13.487968,-15.2648301,,2641 Pleasure Terrace,28,0.8,7,Fadeo,00u262s3jn87lHv5b5d7,+220 (927) 144-6730,4.8,,
451,Crossing,,Hengelo,NL,34.9400977,36.3254282,,40313 Scott Terrace,34,0.0,4,Shufflebeat,00u262s3jn87lHv5b5d7,+963 (634) 701-2441,3.0,,
452,Lane,,Hengelo,NL,37.309045,117.157183,,2961 New Castle Pass,15,2.9,10,Topicshots,00u262s3jn87lHv5b5d7,+86 (160) 458-5115,4.8,,
453,Center,,Hengelo,NL,39.68,-75.75,19725,427 Beilfuss Junction,18,2.3,0,Podcat,00u262s3jn87lHv5b5d7,+1 (302) 847-7700,1.2,,
454,Trail,,Hengelo,NL,49.7115204,23.1314414,,76823 Sachtjen Road,42,0.4,8,Eire,00u262s3jn87lHv5b5d7,+380 (556) 504-9952,1.5,,
455,Pass,,Hengelo,NL,48.9957904,29.4397153,,361 Melby Crossing,26,0.2,12,Eare,00u262s3jn87lHv5b5d7,+380 (857) 753-7971,4.3,,
456,Street,,Hengelo,NL,57.8163425,12.3873642,448 92,22 School Alley,41,3.2,2,Lazz,00u262s3jn87lHv5b5d7,+46 (199) 881-3015,4.2,,
457,Parkway,,Hengelo,NL,-20.3015699,57.5999968,,8 Kings Avenue,36,1.9,9,Kamba,00u262s3jn87lHv5b5d7,+230 (302) 123-9289,4.5,,
458,Road,,Hengelo,NL,23.0594685,113.8146974,,080 Upham Parkway,20,2.7,3,Katz,00u262s3jn87lHv5b5d7,+86 (455) 461-9286,1.3,,
459,Hill,,Hengelo,NL,-8.781054,115.165807,,8721 Prairieview Circle,40,0.9,12,Trupe,00u262s3jn87lHv5b5d7,+62 (335) 184-1342,2.0,,
460,Junction,,Hengelo,NL,6.4387946,100.1947477,01578,7789 Summerview Center,44,0.1,7,Dynava,00u262s3jn87lHv5b5d7,+60 (111) 857-0735,3.3,,
461,Terrace,,Hengelo,NL,34.620202,112.453926,,115 Stuart Pass,23,1.1,12,Devpoint,00u262s3jn87lHv5b5d7,+86 (467) 986-5771,4.1,,
462,Crossing,,Hengelo,NL,50.4883784,30.3330935,,2310 Esch Road,24,1.2,8,Omba,00u262s3jn87lHv5b5d7,+380 (239) 295-1961,4.5,,
463,Crossing,,Hengelo,NL,42.4466457,19.8827002,,12425 Michigan Park,40,0.2,11,Skimia,00u262s3jn87lHv5b5d7,+355 (249) 539-7785,4.2,,
464,Pass,,Hengelo,NL,-7.1580805,-35.8549426,58117-000,340 Jenifer Street,38,3.2,6,Zooxo,00u262s3jn87lHv5b5d7,+55 (146) 591-5923,4.6,,
465,Parkway,,Hengelo,NL,48.526727,40.316753,347850,794 North Avenue,37,0.2,3,Katz,00u262s3jn87lHv5b5d7,+7 (547) 628-0979,2.0,,
